N,graph,r,p_Bd,initial_mutant_location,fix_prob,fix_time,abs_time
10,complete,1.0,0.5,512,0.09999999999999787,80.99999999999959,25.460714285714015
10,complete,1.0,0.6000000000000001,512,0.09999999999999853,80.99999999999939,25.46071428571408
10,complete,1.0,0.7000000000000001,512,0.09999999999999773,80.99999999999952,25.460714285713998
10,complete,1.0,0.8,512,0.09999999999999801,80.99999999999946,25.460714285714026
10,complete,1.0,0.9,512,0.09999999999999754,80.9999999999996,25.460714285713983
10,complete,1.0,1.0,512,0.09999999999999803,80.99999999999956,25.460714285714037
10,complete,1.1,0.0,512,0.1420695319699198,80.16684161566175,27.20861199928686
10,complete,1.1,0.1,512,0.14265174642531137,80.14691345959373,27.24028584410251
10,complete,1.1,0.2,512,0.14323527055684393,80.12680933507252,27.271936417167034
10,complete,1.1,0.30000000000000004,512,0.14382010228666264,80.10652966587358,27.303563505124725
10,complete,1.1,0.4,512,0.14440623951952275,80.08607487894794,27.33516689547018
10,complete,1.1,0.5,512,0.14499368014290281,80.06544540439991,27.36674637655377
10,complete,1.1,0.6000000000000001,512,0.145582422027115,80.04464167546297,27.398301737587953
10,complete,1.1,0.7000000000000001,512,0.146172463025419,80.0236641284779,27.42983276865308
10,complete,1.1,0.8,512,0.14676380097413755,80.0025132028677,27.46133926070348
10,complete,1.1,0.9,512,0.14735643369276863,79.98118934111585,27.49282100557297
10,complete,1.1,1.0,512,0.14795035898410103,79.95969298874141,27.52427779598089
10,complete,1.2000000000000002,0.0,512,0.18605959625437846,78.08512346155224,28.535131645720526
10,complete,1.2000000000000002,0.1,512,0.18731378185522876,78.01820796241778,28.588554699894228
10,complete,1.2000000000000002,0.2,512,0.188571746479209,77.95082848294985,28.64184283076159
10,complete,1.2000000000000002,0.30000000000000004,512,0.18983346904961618,77.88298940852783,28.69499522137117
10,complete,1.2000000000000002,0.4,512,0.1910989284143963,77.81469513418502,28.74801106935199
10,complete,1.2000000000000002,0.5,512,0.19236810334930726,77.74595006395646,28.800889586908927
10,complete,1.2000000000000002,0.6000000000000001,512,0.193640972561063,77.6767586102284,28.8536300008145
10,complete,1.2000000000000002,0.7000000000000001,512,0.19491751469046217,77.6071251930924,28.906231552398328
10,complete,1.2000000000000002,0.8,512,0.19619770831550107,77.53705423970415,28.958693497533265
10,complete,1.2000000000000002,0.9,512,0.197481531954475,77.46655018364623,29.011015106619677
10,complete,1.2000000000000002,1.0,512,0.19876896406905167,77.39561746429568,29.063195664565818
10,complete,1.3,0.0,512,0.22931678801412134,75.32920300992267,29.479309025566288
10,complete,1.3,0.1,512,0.23124193149329078,75.20613968617589,29.545301706094303
10,complete,1.3,0.2,512,0.23317279201355762,75.08252461081851,29.61097831249443
10,complete,1.3,0.30000000000000004,512,0.23510930708564295,74.95837076275895,29.67633820377936
10,complete,1.3,0.4,512,0.23705141439419725,74.83369105392958,29.741380789906373
10,complete,1.3,0.5,512,0.23899905180989736,74.70849832693233,29.80610553119237
10,complete,1.3,0.6000000000000001,512,0.24095215740126466,74.58280535275378,29.87051193771927
10,complete,1.3,0.7000000000000001,512,0.24291066944619924,74.45662482854428,29.934599568730903
10,complete,1.3,0.8,512,0.24487452644323768,74.32996937546476,29.998368032021684
10,complete,1.3,0.9,512,0.24684366712251224,74.20285153660063,30.061816983316792
10,complete,1.3,1.0,512,0.2488180304564487,74.07528377494039,30.124946125646087
10,complete,1.4,0.0,512,0.27022165503026496,72.32395045011585,30.114614390777565
10,complete,1.4,0.1,512,0.2727658597308851,72.1473197736877,30.186392090223478
10,complete,1.4,0.2,512,0.27531661884605224,71.97035404834422,30.257659864493153
10,complete,1.4,0.30000000000000004,512,0.2778738217236291,71.7930755788738,30.328418847041632
10,complete,1.4,0.4,512,0.28043735879060605,71.61550635774019,30.398670257218292
10,complete,1.4,0.5,512,0.28300712156789004,71.43766806325546,30.468415397937022
10,complete,1.4,0.6000000000000001,512,0.2855830026840608,71.25958205798345,30.53765565335689
10,complete,1.4,0.7000000000000001,512,0.288164895888134,71.08126938736986,30.60639248657655
10,complete,1.4,0.8,512,0.29075269606134474,70.90275077858983,30.674627437343357
10,complete,1.4,0.9,512,0.29334629922795874,70.72404663961197,30.7423621197785
10,complete,1.4,1.0,512,0.2959456025651633,70.5451770584691,30.80959822011987
10,complete,1.5,0.0,512,0.30801210161181236,69.33391394740592,30.517375388421748
10,complete,1.5,0.1,512,0.31110511936784374,69.11165372929895,30.590578419789907
10,complete,1.5,0.2,512,0.3142046006940232,68.88952211943783,30.66310584240438
10,complete,1.5,0.30000000000000004,512,0.3173103972170403,68.6675469908703,30.73496189943511
10,complete,1.5,0.4,512,0.32042236304921123,68.44575553358987,30.806150920345175
10,complete,1.5,0.5,512,0.3235403547828081,68.22417425997357,30.876677316211623
10,complete,1.5,0.6000000000000001,512,0.3266642314826813,68.0028290105642,30.946545575143514
10,complete,1.5,0.7000000000000001,512,0.3297938546772527,67.7817449601755,31.015760257799286
10,complete,1.5,0.8,512,0.3329290883479513,67.56094662430036,31.08432599300342
10,complete,1.5,0.9,512,0.3360697989171699,67.34045786580545,31.15224747346409
10,complete,1.5,1.0,512,0.339215855234808,67.12030190188933,31.219529451590883
10,cycle,0.5,0.0,512,0.0015637216575449587,107.24394057857695,19.76544175136829
10,cycle,0.5,0.1,512,0.0014953879849182218,106.95526815414811,19.57398620236966
10,cycle,0.5,0.2,512,0.0014294116723069378,106.68797788481457,19.383137000541762
10,cycle,0.5,0.30000000000000004,512,0.001365712953826088,106.44173654519645,19.19281353803726
10,cycle,0.5,0.4,512,0.0013042151946585723,106.21628004226146,19.002933408374915
10,cycle,0.5,0.5,512,0.0012448447474612725,106.01141005340762,18.813412081417024
10,cycle,0.5,0.6000000000000001,512,0.0011875308163696537,105.82699145364258,18.624162561252454
10,cycle,0.5,0.7000000000000001,512,0.001132205328143615,105.66295046336914,18.43509502257943
10,cycle,0.5,0.8,512,0.0010788028100282834,105.51927346613749,18.24611642088761
10,cycle,0.5,0.9,512,0.0010272602739318849,105.39600646145192,18.057130071327354
10,cycle,0.5,1.0,512,0.00097751710654936,105.29325513196468,17.868035190615828
10,cycle,0.6,0.0,512,0.0056302421493262785,123.95629847405924,23.873951570134782
10,cycle,0.6,0.1,512,0.005456550944746471,123.75043188806973,23.661624771725055
10,cycle,0.6,0.2,512,0.005286656681937725,123.55663008535188,23.449876443748767
10,cycle,0.6,0.30000000000000004,512,0.005120485029919587,123.37479628576332,23.238651904454542
10,cycle,0.6,0.4,512,0.004957963266842072,123.20485537507349,23.027895870821382
10,cycle,0.6,0.5,512,0.004799020240976933,123.04675330608526,22.817552323230114
10,cycle,0.6,0.6000000000000001,512,0.004643586332754789,122.90045663414261,22.607564367091033
10,cycle,0.6,0.7000000000000001,512,0.004491593417817859,122.7659521801759,22.397874090363246
10,cycle,0.6,0.8,512,0.004342974831058674,122.64324681609929,22.188422415873546
10,cycle,0.6,0.9,512,0.004197665331616144,122.53236736890844,21.97914894729874
10,cycle,0.6,1.0,512,0.004055601068801243,122.43336064128113,21.769991807615884
10,cycle,0.7,0.0,512,0.015464993347952233,140.26284183236473,28.95158521808034
10,cycle,0.7,0.1,512,0.01514635641801462,140.13428123748352,28.73719127288112
10,cycle,0.7,0.2,512,0.01483181508139719,140.01181949806806,28.523221413755344
10,cycle,0.7,0.30000000000000004,512,0.014521327424522092,139.89543316410953,28.309646620139826
10,cycle,0.7,0.4,512,0.014214851984424763,139.78510427966074,28.096437754385924
10,cycle,0.7,0.5,512,0.013912347743626513,139.68082030654193,27.8835655227719
10,cycle,0.7,0.6000000000000001,512,0.01361377412506621,139.58257406441666,27.671000436254975
10,cycle,0.7,0.7000000000000001,512,0.013319090987091038,139.49036368681135,27.45871277080906
10,cycle,0.7,0.8,512,0.01302825861850494,139.4041925927502,27.246672527192096
10,cycle,0.7,0.9,512,0.012741237733674724,139.32406947377024,27.034849389984483
10,cycle,0.7,1.0,512,0.012457989467692606,139.25000829617127,26.82321268573856
10,cycle,0.8,0.0,512,0.034150025937158025,153.76108191425968,34.632488328279535
10,cycle,0.8,0.1,512,0.03373006253078303,153.70007166968972,34.45056524791115
10,cycle,0.8,0.2,512,0.03331284555202179,153.64151727352743,34.268832773749395
10,cycle,0.8,0.30000000000000004,512,0.03289836308818079,153.58541495047217,34.08728074513265
10,cycle,0.8,0.4,512,0.032486603278301454,153.531761811205,33.905898992680115
10,cycle,0.8,0.5,512,0.0320775543129339,153.48055584747627,33.72467733248402
10,cycle,0.8,0.6000000000000001,512,0.03167120443391269,153.4317959282098,33.54360556029729
10,cycle,0.8,0.7000000000000001,512,0.03126754193413255,153.38548179661478,33.36267344570712
10,cycle,0.8,0.8,512,0.030866555157325958,153.3416140682968,33.18187072628579
10,cycle,0.8,0.9,512,0.030468232497840537,153.30019423036117,33.00118710170859
10,cycle,0.8,1.0,512,0.030072562400418234,153.26122464150518,32.820612227830885
10,cycle,0.9,0.0,512,0.06292433900418269,162.2735808418553,40.221877946028066
10,cycle,0.9,0.1,512,0.06257641193982318,162.25830637458554,40.113837048691465
10,cycle,0.9,0.2,512,0.062229312690702,162.24358857875455,40.00582742595896
10,cycle,0.9,0.30000000000000004,512,0.06188304037782494,162.2294272576699,39.897847662052506
10,cycle,0.9,0.4,512,0.06153759412308982,162.21582226000746,39.78989634117741
10,cycle,0.9,0.5,512,0.061192973049286635,162.20277347975738,39.681972047333105
10,cycle,0.9,0.6000000000000001,512,0.06084917628009541,162.19028085617708,39.57407336412257
10,cycle,0.9,0.7000000000000001,512,0.06050620294008643,162.1783443737572,39.46619887456282
10,cycle,0.9,0.8,512,0.06016405215471836,162.1669640622008,39.35834716089469
10,cycle,0.9,0.9,512,0.05982272305033839,162.15613999641172,39.25051680439279
10,cycle,0.9,1.0,512,0.059482214754180175,162.145872296495,39.14270638517485
10,cycle,1.0,0.0,512,0.10000000000000017,164.9999999999998,45.000000000000014
10,cycle,1.0,0.1,512,0.10000000000000012,164.9999999999999,45.00000000000001
10,cycle,1.0,0.2,512,0.10000000000000031,164.99999999999957,45.00000000000005
10,cycle,1.0,0.30000000000000004,512,0.10000000000000019,164.99999999999986,45.000000000000014
10,cycle,1.0,0.4,512,0.10000000000000017,164.99999999999977,45.000000000000014
10,cycle,1.0,0.5,512,0.10000000000000017,164.9999999999998,45.000000000000014
10,cycle,1.0,0.6000000000000001,512,0.10000000000000017,164.9999999999998,45.000000000000014
10,cycle,1.0,0.7000000000000001,512,0.10000000000000017,164.99999999999986,45.000000000000014
10,cycle,1.0,0.8,512,0.10000000000000017,164.9999999999998,45.000000000000014
10,cycle,1.0,0.9,512,0.10000000000000017,164.99999999999986,45.000000000000014
10,cycle,1.0,1.0,512,0.10000000000000017,164.9999999999998,45.000000000000014
10,cycle,1.1,0.0,512,0.14147913831348347,162.75859127303852,48.55309522915756
10,cycle,1.1,0.1,512,0.14212357288641403,162.74601057871322,48.67924654864531
10,cycle,1.1,0.2,512,0.1427686065838842,162.73388583266902,48.80535991898139
10,cycle,1.1,0.30000000000000004,512,0.14341423869083786,162.72221690279267,48.93143691159448
10,cycle,1.1,0.4,512,0.14406046849290524,162.7110036873999,49.057479097497996
10,cycle,1.1,0.5,512,0.14470729527640008,162.70024611520816,49.18348804746246
10,cycle,1.1,0.6000000000000001,512,0.14535471832832,162.68994414530906,49.309465332188935
10,cycle,1.1,0.7000000000000001,512,0.1460027369363463,162.68009776715118,49.43541252248165
10,cycle,1.1,0.8,512,0.14665135038884175,162.67070700052722,49.56133118942064
10,cycle,1.1,0.9,512,0.1473005579748522,162.6617718955686,49.68722290453521
10,cycle,1.1,1.0,512,0.14795035898410416,162.65329253274487,49.81308923997629
10,cycle,1.2000000000000002,0.0,512,0.18337036787756555,157.22821259864503,50.85370233266054
10,cycle,1.2000000000000002,0.1,512,0.18490529526925528,157.18549094950248,51.108582313888455
10,cycle,1.2000000000000002,0.2,512,0.18644133958829306,157.14442015876392,51.36316445209181
10,cycle,1.2000000000000002,0.30000000000000004,512,0.18797849295175587,157.1049985137079,51.61746158419502
10,cycle,1.2000000000000002,0.4,512,0.18951674750778463,157.0672247014121,51.8714865295748
10,cycle,1.2000000000000002,0.5,512,0.1910560954354692,157.03109780726567,52.12525209506769
10,cycle,1.2000000000000002,0.6000000000000001,512,0.19259652894473434,156.996617313787,52.37877107996282
10,cycle,1.2000000000000002,0.7000000000000001,512,0.1941380402762286,156.96378309974713,52.63205628098548
10,cycle,1.2000000000000002,0.8,512,0.1956806217012105,156.9325954395908,52.885120497275786
10,cycle,1.2000000000000002,0.9,512,0.19722426552143682,156.90305500316177,53.13797653536859
10,cycle,1.2000000000000002,1.0,512,0.1987689640690522,156.87516285572607,53.39063721417992
10,cycle,1.3,0.0,512,0.2229159122493237,150.0562901183602,52.1177663622402
10,cycle,1.3,0.1,512,0.22551013501709166,149.97620598124217,52.493943237222894
10,cycle,1.3,0.2,512,0.22810352087692426,149.8994912311506,52.86917498380061
10,cycle,1.3,0.30000000000000004,512,0.2306960490537876,149.82613877306554,53.24350526664475
10,cycle,1.3,0.4,512,0.23328769898619114,149.756143182173,53.6169775975733
10,cycle,1.3,0.5,512,0.23587845032437438,149.689500691129,53.98963536949885
10,cycle,1.3,0.6000000000000001,512,0.23846828292851166,149.62620917998615,54.361521890131506
10,cycle,1.3,0.7000000000000001,512,0.2410571768669309,149.5662681687457,54.73268041551118
10,cycle,1.3,0.8,512,0.24364511241434497,149.5096788125034,55.10315418344065
10,cycle,1.3,0.9,512,0.2462320700501029,149.45644389917052,55.47298644689465
10,cycle,1.3,1.0,512,0.2488180304564466,149.40656784975513,55.84222050747434
10,cycle,1.4,0.0,512,0.2587670752888713,142.42248682262294,52.63012258666123
10,cycle,1.4,0.1,512,0.26251865910295735,142.30440961766615,53.11565991596551
10,cycle,1.4,0.2,512,0.2662627741786214,142.19178534669098,53.59914263788222
10,cycle,1.4,0.30000000000000004,512,0.26999940942796435,142.0845953296721,54.08067396945313
10,cycle,1.4,0.4,512,0.2737285543119435,141.9828252746414,54.560356443283126
10,cycle,1.4,0.5,512,0.27745019883093613,141.8864652232733,55.038292035050574
10,cycle,1.4,0.6000000000000001,512,0.2811643335154517,141.79550950807925,55.51458228932927
10,cycle,1.4,0.7000000000000001,512,0.28487094941698354,141.70995672094068,55.989328444175314
10,cycle,1.4,0.8,512,0.2885700380990002,141.62980969276936,56.462631554923256
10,cycle,1.4,0.9,512,0.29226159162807763,141.55507548414684,56.9345926176292
10,cycle,1.4,1.0,512,0.29594560256516345,141.48576538684898,57.40531269259466
10,cycle,1.5,0.0,512,0.2905733076463196,135.01284350849258,52.643326911579294
10,cycle,1.5,0.1,512,0.2955280254944137,134.859155745665,53.225337038571844
10,cycle,1.5,0.2,512,0.30046242004016943,134.71325935539107,53.80371559456411
10,cycle,1.5,0.30000000000000004,512,0.30537657355867875,134.57511559734422,54.3786618963895
10,cycle,1.5,0.4,512,0.31027056856097573,134.44469471763904,54.95037314354204
10,cycle,1.5,0.5,512,0.31514448777433507,134.32197578896293,55.519044766861406
10,cycle,1.5,0.6000000000000001,512,0.31999841412314844,134.2069465855037,56.08487076999178
10,cycle,1.5,0.7000000000000001,512,0.3248324307103466,134.09960349151777,56.64804406539647
10,cycle,1.5,0.8,512,0.32964662079937673,133.99995144265213,57.20875680665542
10,cycle,1.5,0.9,512,0.3344410677967004,133.9080038993875,57.767200718726734
10,cycle,1.5,1.0,512,0.3392158552348138,133.82378285221907,58.32356742783292
10,star,0.5,0.0,512,0.3666666666666659,27.823316722009523,25.46071428571428
10,star,0.5,0.1,512,0.18091276730930436,32.38179337257855,24.17281509490459
10,star,0.5,0.2,512,0.09241029013611321,38.40339764123812,22.637624484825288
10,star,0.5,0.30000000000000004,512,0.04724833493019812,45.923755998721106,21.047483389936364
10,star,0.5,0.4,512,0.02360520869017122,55.32597543093488,19.471588864076836
10,star,0.5,0.5,512,0.011245237225085233,67.35903262257098,17.924998152219473
10,star,0.5,0.6000000000000001,512,0.004940804332198768,83.35359737664426,16.38627559718099
10,star,0.5,0.7000000000000001,512,0.0018911982422591953,105.76040635959993,14.792923969458686
10,star,0.5,0.8,512,0.0005594755946930087,139.53097696875932,13.007421329847608
10,star,0.5,0.9,512,9.22566269031651e-05,196.3285220235097,10.692489740727046
10,star,0.5,1.0,512,1.9461921827609574e-06,312.254683747298,6.709082838159504
10,star,0.6,0.0,512,0.39999999999999963,28.34091508247371,25.460714285714275
10,star,0.6,0.1,512,0.21575958661021988,33.57153168919721,24.5313788654511
10,star,0.6,0.2,512,0.1216466253083229,40.56220523604493,23.38703369568527
10,star,0.6,0.30000000000000004,512,0.0693851528916781,49.43471554851473,22.15145942377597
10,star,0.6,0.4,512,0.039155158582517675,60.693248888815894,20.868759746481125
10,star,0.6,0.5,512,0.02140157776972255,75.27632119130917,19.546740574508494
10,star,0.6,0.6000000000000001,512,0.011024627685298353,94.84177485603362,18.165104704431826
10,star,0.6,0.7000000000000001,512,0.005116875817716337,122.46329265020479,16.666056913705336
10,star,0.6,0.8,512,0.0019514096635101547,164.42346905424233,14.917324080584814
10,star,0.6,0.9,512,0.0004781738038745018,235.69988509556742,12.587409818908236
10,star,0.6,1.0,512,2.622058621241747e-05,382.64801778886556,8.575554346192378
10,star,0.7,0.0,512,0.42941176470588094,28.73454509659476,25.46071428571424
10,star,0.7,0.1,512,0.2488599411517451,34.45892654034366,24.829304726702286
10,star,0.7,0.2,512,0.15184851183609593,42.16659606466384,24.03551091035588
10,star,0.7,0.30000000000000004,512,0.09452213398467657,52.067866872114294,23.153050952119543
10,star,0.7,0.4,512,0.058801435335063504,64.80013579744856,22.204394391319987
10,star,0.7,0.5,512,0.03589256548643348,81.51943799078181,21.18703332959469
10,star,0.7,0.6000000000000001,512,0.021026862680032992,104.2730267148269,20.075960205908075
10,star,0.7,0.7000000000000001,512,0.011419899982061674,136.9125897329855,18.81142917269812
10,star,0.7,0.8,512,0.005369890548739395,187.5098952609711,17.25889289240065
10,star,0.7,0.9,512,0.0018314104901464175,276.04028692583546,15.076299515668273
10,star,0.7,1.0,512,0.000218954552410577,467.3691990368453,11.12238554988412
10,star,0.8,0.0,512,0.4555555555555573,29.038181936676207,25.46071428571433
10,star,0.8,0.1,512,0.27997615273887805,35.11761621135996,25.077694141037878
10,star,0.8,0.2,512,0.18209307913554384,43.327290123170066,24.590397609748965
10,star,0.8,0.30000000000000004,512,0.1215536489391566,53.946600556732,24.038332344440455
10,star,0.8,0.4,512,0.08170526109118718,67.72331694484664,23.43053024779207
10,star,0.8,0.5,512,0.054429102890407054,86.00361719326828,22.759793913063856
10,star,0.8,0.6000000000000001,512,0.03530218107152292,111.19391115369676,22.002131180616075
10,star,0.8,0.7000000000000001,512,0.021721525243038012,147.9101057410739,21.104758310477987
10,star,0.8,0.8,512,0.012079222527277552,206.13966697769985,19.948612374546176
10,star,0.8,0.9,512,0.005388227236454469,311.98993848054704,18.218479428552136
10,star,0.8,1.0,512,0.0012160177928401174,559.727588086897,14.770369575401137
10,star,0.9,0.0,512,0.47894736842105207,29.27485943580864,25.46071428571427
10,star,0.9,0.1,512,0.3090354204527752,35.6023453594959,25.285685777111112
10,star,0.9,0.2,512,0.21171225916649827,44.139011222588096,25.061811207200083
10,star,0.9,0.30000000000000004,512,0.1494626148132654,55.20477631152425,24.8054346246528
10,star,0.9,0.4,512,0.1067999207086065,69.61470347450023,24.51908944908897
10,star,0.9,0.5,512,0.07616836537467796,88.83542074600398,24.197385029645663
10,star,0.9,0.6000000000000001,512,0.053444297195016706,115.51040861221948,23.825921920622058
10,star,0.9,0.7000000000000001,512,0.0361898218843678,154.78571746969402,23.373880574369693
10,star,0.9,0.8,512,0.022879502753146735,218.0726307542231,22.770958568354903
10,star,0.9,0.9,512,0.012534332019696224,336.5847021780011,21.823255975298245
10,star,0.9,1.0,512,0.004608053654872726,635.9717741819604,19.748701018375247
10,star,1.0,0.0,512,0.4999999999999989,29.460714285714264,25.460714285714275
10,star,1.0,0.1,512,0.3360655737704911,35.954116924658685,25.460714285714253
10,star,1.0,0.2,512,0.24025974025973998,44.68008950508942,25.460714285714303
10,star,1.0,0.30000000000000004,512,0.1774193548387089,55.970978215333,25.460714285714218
10,star,1.0,0.4,512,0.13302752293577896,70.66286550368326,25.46071428571421
10,star,1.0,0.5,512,0.09999999999999916,90.26071428571416,25.460714285714182
10,star,1.0,0.6000000000000001,512,0.07446808510638209,117.48503039513656,25.460714285714126
10,star,1.0,0.7000000000000001,512,0.054140127388534416,157.658541187175,25.46071428571414
10,star,1.0,0.8,512,0.03757225433525996,222.68436924347253,25.46071428571424
10,star,1.0,0.9,512,0.023809523809522965,345.6511904761918,25.460714285713806
10,star,1.0,1.0,512,0.012195121951218905,665.5582752613184,25.460714285713667
10,star,1.1,0.0,512,0.519047619047618,29.60735620031024,25.460714285714275
10,star,1.1,0.1,512,0.36115261555010475,36.20384389166029,25.608790606962902
10,star,1.1,0.2,512,0.2674646600751926,45.01367683839041,25.797745460536017
10,star,1.1,0.30000000000000004,512,0.20480874485915607,56.35905839823824,26.015154223187192
10,star,1.1,0.4,512,0.15948990538159724,71.05886445391455,26.259993329654645
10,star,1.1,0.5,512,0.12482639408255605,90.58660811162714,26.53821383297207
10,star,1.1,0.6000000000000001,512,0.09717155281417918,117.59949415986584,26.864215649137716
10,star,1.1,0.7000000000000001,512,0.07436947492869739,157.27482534402625,27.268241087524416
10,star,1.1,0.8,512,0.055071246223178244,221.11016103191406,27.819000048790244
10,star,1.1,0.9,512,0.03841164593743328,340.64366444235435,28.706301826454776
10,star,1.1,1.0,512,0.023912011856158398,643.7612341953916,30.701792526863727
10,star,1.2000000000000002,0.0,512,0.5363636363636357,29.72332440322408,25.460714285714264
10,star,1.2000000000000002,0.1,512,0.3844133311489382,36.37497566539286,25.734762180873144
10,star,1.2000000000000002,0.2,512,0.2931861039308853,45.189758032907214,26.082606625045255
10,star,1.2000000000000002,0.30000000000000004,512,0.2312137078375114,56.46424668862848,26.48162433672273
10,star,1.2000000000000002,0.4,512,0.1855088362885802,70.97426590352225,26.9299280180592
10,star,1.2000000000000002,0.5,512,0.1497387844430616,90.11550407306639,27.438341557910363
10,star,1.2000000000000002,0.6000000000000001,512,0.12045305596753073,116.39056291908796,28.03302332024753
10,star,1.2000000000000002,0.7000000000000001,512,0.09562144803215034,154.62753028833916,28.768562131988393
10,star,1.2000000000000002,0.8,512,0.0739934191081583,215.37375803291783,29.767306517196115
10,star,1.2000000000000002,0.9,512,0.05481697622483303,326.68687692521223,31.357968236582952
10,star,1.2000000000000002,1.0,512,0.037853335521424065,594.0087612024628,34.78614233724016
10,star,1.3,0.0,512,0.5521739130434772,29.81501791797467,25.460714285714253
