,N,graph,p_Bd,r,abs_time_uniform,fix_prob_uniform,abs_time_temp,fix_prob_temp
466,4,435d0a,0.4,1.5999999999999999,6.278120980113512,0.3978843136958009,6.278120980113512,0.3978843136958009
467,4,435d0a,0.5,1.5999999999999999,6.316704602866771,0.4052327595063814,6.316704602866771,0.4052327595063814
468,4,435d0a,0.6000000000000001,1.5999999999999999,6.355018126743383,0.41261856321672263,6.355018126743383,0.41261856321672263
469,4,435d0a,0.7000000000000001,1.5999999999999999,6.393063907973577,0.42004113976771806,6.393063907973577,0.42004113976771806
470,4,435d0a,0.8,1.5999999999999999,6.43084427728386,0.42749991164214823,6.43084427728386,0.42749991164214823
471,4,435d0a,0.9,1.5999999999999999,6.468361540230532,0.4349943087584971,6.468361540230532,0.4349943087584971
472,4,435d0a,1.0,1.5999999999999999,6.505617977528093,0.4425237683664653,6.505617977528093,0.4425237683664653
473,4,435d0a,0.0,1.75,6.119521912350599,0.39043824701195207,6.119521912350599,0.39043824701195207
474,4,435d0a,0.1,1.75,6.164918504217703,0.3991719665152948,6.164918504217703,0.3991719665152948
475,4,435d0a,0.2,1.75,6.209864285107468,0.4079517458159885,6.209864285107468,0.4079517458159885
476,4,435d0a,0.30000000000000004,1.75,6.254364771282445,0.416776485077582,6.254364771282445,0.416776485077582
477,4,435d0a,0.4,1.75,6.298425395620704,0.42564510458462745,6.298425395620704,0.42564510458462745
478,4,435d0a,0.5,1.75,6.342051509134801,0.43455654434556545,6.342051509134801,0.43455654434556545
479,4,435d0a,0.6000000000000001,1.75,6.385248382458194,0.4435097637044532,6.385248382458194,0.4435097637044532
480,4,435d0a,0.7000000000000001,1.75,6.428021207299928,0.45250374096131185,6.428021207299928,0.45250374096131185
481,4,435d0a,0.8,1.75,6.47037509786831,0.46153747300087605,6.47037509786831,0.46153747300087605
482,4,435d0a,0.9,1.75,6.512315092264427,0.47060997492953877,6.512315092264427,0.47060997492953877
483,4,435d0a,1.0,1.75,6.553846153846154,0.4797202797202799,6.553846153846154,0.4797202797202799
484,4,435e0a,0.0,0.25,4.689600411654068,0.043423293942297464,4.689600411654068,0.043423293942297464
485,4,435e0a,0.1,0.25,4.605987325150162,0.038212264294658065,4.607307013984636,0.0386407044270952
486,4,435e0a,0.2,0.25,4.532846946009094,0.033617317243810174,4.5254394163256935,0.034238061659564244
487,4,435e0a,0.30000000000000004,0.25,4.469225594927693,0.02955505055784903,4.443570875134565,0.03018676000664944
488,4,435e0a,0.4,0.25,4.414334297048608,0.025954580377899703,4.361299142655707,0.02646203323450899
489,4,435e0a,0.5,0.25,4.367522496938689,0.022755264738358358,4.278238047376476,0.02304237206267342
490,4,435e0a,0.6000000000000001,0.25,4.328257560413682,0.01990489249482777,4.194010153629847,0.019909060892336274
491,4,435e0a,0.7000000000000001,0.25,4.296108802384398,0.017358229384476894,4.108240145098619,0.01704580785538175
492,4,435e0a,0.8,0.25,4.270735115890195,0.015075840449187874,4.02054864484836,0.014438449030963123
493,4,435e0a,0.9,0.25,4.251875523711013,0.013023127881900284,3.9305462282813606,0.012074712574801815
494,4,435e0a,1.0,0.25,4.2393421582240745,0.011169537800523408,3.8378274108283543,0.009944032152819644
495,4,435e0a,0.0,0.4,4.969237678039387,0.08569649961848709,4.969237678039387,0.08569649961848709
496,4,435e0a,0.1,0.4,4.923041391294996,0.07909594231189399,4.925964221180665,0.07979942788128518
497,4,435e0a,0.2,0.4,4.88381233955052,0.0730295208541061,4.879979727134314,0.07406670897108675
498,4,435e0a,0.30000000000000004,0.4,4.851315473354159,0.06744231456468577,4.831157453484673,0.06850040813136302
499,4,435e0a,0.4,0.4,4.825383722580596,0.06228484946878245,4.7793397922832055,0.06310237767285452
500,4,435e0a,0.5,0.4,4.805915324035304,0.05751225618717175,4.7243359726294445,0.05787443668617459
501,4,435e0a,0.6000000000000001,0.4,4.792872761642954,0.05308353888281845,4.665918889383963,0.05281853990475789
502,4,435e0a,0.7000000000000001,0.4,4.786283306861406,0.048960930978552905,4.603820935877914,0.047936942706502034
503,4,435e0a,0.8,0.4,4.78624122239993,0.04510931689124223,4.537728667974968,0.04323236909929353
504,4,435e0a,0.9,0.4,4.792911774365903,0.0414957014065795,4.467276063933296,0.03870818982561865
505,4,435e0a,1.0,0.4,4.806537293329541,0.03808870967391984,4.39203606369367,0.034368618486242335
506,4,435e0a,0.0,0.55,5.174685981693891,0.13027547479045692,5.174685981693891,0.13027547479045692
507,4,435e0a,0.1,0.55,5.162822174344994,0.12408747167035566,5.166501193002105,0.12501866808384232
508,4,435e0a,0.2,0.55,5.156449043657517,0.11824750511123557,5.154561098814844,0.1196345972952871
509,4,435e0a,0.30000000000000004,0.55,5.155677241520927,0.11272596389176921,5.138826664521264,0.11413873234807545
510,4,435e0a,0.4,0.55,5.160672802273607,0.1074947524560223,5.119222016041604,0.10854534310280256
511,4,435e0a,0.5,0.55,5.171662454370497,0.1025269386732493,5.095631669949371,0.10286775350327905
512,4,435e0a,0.6000000000000001,0.55,5.188940727037633,0.0977964058570988,5.067896630572356,0.09711858628443734
513,4,435e0a,0.7000000000000001,0.55,5.21287924044155,0.0932774975432283,5.035809129727737,0.09131000621745472
514,4,435e0a,0.8,0.55,5.24393870860063,0.08894464202292042,4.999105698964692,0.08545397058047383
515,4,435e0a,0.9,0.55,5.282684374600306,0.08477194115046327,4.957458148916981,0.07956249687769801
516,4,435e0a,1.0,0.55,5.329805859875986,0.08073270414486731,4.910461872227926,0.07364795998144338
517,4,435e0a,0.0,0.7,5.324738985348951,0.17345237499922875,5.324738985348951,0.17345237499922875
518,4,435e0a,0.1,0.7,5.341124641962736,0.16885156469520152,5.34510132525107,0.16995874402741937
519,4,435e0a,0.2,0.7,5.362645918772843,0.16443468381111212,5.361783703941558,0.16609252577010009
520,4,435e0a,0.30000000000000004,0.7,5.389606413241994,0.1601873222289652,5.374801817477052,0.16186801684960406
521,4,435e0a,0.4,0.7,5.422375099123839,0.15609512282419444,5.384141098437942,0.15729851853881835
522,4,435e0a,0.5,0.7,5.461396686573872,0.1521435768837467,5.389754450088254,0.15239649438384834
523,4,435e0a,0.6000000000000001,0.7,5.507204736176613,0.14831779678814797,5.391558994977332,0.14717372350131624
524,4,435e0a,0.7000000000000001,0.7,5.560438288289065,0.14460225558109163,5.38943161549642,0.14164145438993436
525,4,435e0a,0.8,0.7,5.621863039598466,0.14098048006025815,5.383202976330818,0.13581056478906983
526,4,435e0a,0.9,0.7,5.692398478461784,0.13743467970460263,5.372649597327108,0.1296917342697003
527,4,435e0a,1.0,0.7,5.773152931483573,0.13394528749694487,5.357483373591199,0.12329563803893162
528,4,435e0a,0.0,0.85,5.434139948284979,0.21355310438750236,5.434139948284979,0.21355310438750236
529,4,435e0a,0.1,0.85,5.472545178609724,0.21114327897202873,5.4765733317548495,0.21238145141822504
530,4,435e0a,0.2,0.85,5.516206810427818,0.20880421825240178,5.515854992802909,0.21066174908126958
531,4,435e0a,0.30000000000000004,0.85,5.5655521618518655,0.20653033086896067,5.55206637140002,0.20840139098226063
532,4,435e0a,0.4,0.85,5.621086500760789,0.20431580718153974,5.58526778072457,0.20560724012076378
533,4,435e0a,0.5,0.85,5.6834071646462485,0.202154513887369,5.615497747642437,0.20228569409570957
534,4,435e0a,0.6000000000000001,0.85,5.75322134247755,0.20003987011245336,5.642771755943834,0.19844274648818286
