,N,graph,p_Bd,r,abs_time_uniform,fix_prob_uniform,abs_time_temp,fix_prob_temp,abs_time_uniform_1,abs_time_uniform_2,abs_time_uniform_3,abs_time_uniform_4,abs_time_uniform_5,abs_time_uniform_6,fix_prob_uniform_1,fix_prob_uniform_2,fix_prob_uniform_3,fix_prob_uniform_4,fix_prob_uniform_5,fix_prob_uniform_6
572,6,454569570a,0.0,1.0,12.506987495560287,0.16666666666666696,12.506987495560285,0.16666666666666693,12.93277008914162,9.617717891397472,9.617717891397472,14.97047450614177,14.97047450614177,12.932770089141616,0.2142857142857146,0.07142857142857162,0.07142857142857156,0.21428571428571477,0.21428571428571455,0.21428571428571458
573,6,454569570a,0.1,1.0,13.145366264598664,0.1666666666666671,13.235335541347313,0.1692810457516344,13.279520526096873,11.053980407004966,11.053980407004966,15.102597860694155,15.102597860694155,13.27952052609687,0.20588235294117696,0.08823529411764738,0.08823529411764736,0.20588235294117704,0.20588235294117702,0.20588235294117696
574,6,454569570a,0.2,1.0,13.866085213485462,0.16666666666666707,13.979226174843326,0.17070707070707117,13.653566755000028,12.699508627452216,12.699508627452209,15.245180258004149,15.245180258004142,13.65356675500003,0.19696969696969732,0.10606060606060651,0.10606060606060633,0.19696969696969763,0.19696969696969738,0.19696969696969738
575,6,454569570a,0.30000000000000004,1.0,14.687659297491495,0.16666666666666716,14.740617084530156,0.17083333333333384,14.05829802583894,14.605156530527822,14.605156530527815,15.399523336107729,15.399523336107723,14.05829802583894,0.1875000000000005,0.12500000000000056,0.1250000000000003,0.18750000000000064,0.18750000000000047,0.1875000000000005
576,6,454569570a,0.4,1.0,15.634949434042616,0.16666666666666727,15.52180743944714,0.16953405017921203,14.497691450121843,16.840002145602526,16.84000214560254,15.56715470640347,15.56715470640348,14.49769145012184,0.1774193548387102,0.14516129032258107,0.1451612903225814,0.17741935483871016,0.17741935483871038,0.17741935483871019
577,6,454569570a,0.5,1.0,16.742239377900518,0.16666666666666727,16.325515587417698,0.16666666666666724,14.976445467138186,19.500393390454388,19.500393390454324,15.749879276109013,15.749879276109,14.976445467138186,0.16666666666666716,0.16666666666666752,0.16666666666666732,0.16666666666666732,0.1666666666666672,0.16666666666666713
578,6,454569570a,0.6000000000000001,1.0,18.058333406265195,0.16666666666666738,17.15497896235629,0.16206896551724204,15.500151428497308,22.725003559807522,22.725003559807547,15.949845230490737,15.949845230490743,15.500151428497311,0.15517241379310395,0.18965517241379393,0.1896551724137943,0.15517241379310404,0.15517241379310415,0.15517241379310392
579,6,454569570a,0.7000000000000001,1.0,19.65543104669244,0.16666666666666716,18.014083975063127,0.155555555555556,16.075516640427075,26.721146694347908,26.72114669434792,16.169629805302336,16.169629805302336,16.07551664042707,0.14285714285714327,0.21428571428571497,0.21428571428571494,0.1428571428571433,0.1428571428571433,0.14285714285714324
580,6,454569570a,0.8,1.0,21.645536442956427,0.16666666666666743,18.907536935532207,0.14691358024691425,16.71065781965201,31.813599369239284,31.81359936923921,16.412352139978033,16.41235213997802,16.71065781965201,0.1296296296296302,0.240740740740742,0.24074074074074175,0.12962962962963026,0.12962962962963023,0.1296296296296302
581,6,454569570a,0.9,1.0,24.213159999298465,0.1666666666666673,19.84109196525704,0.13589743589743639,17.415492343127823,38.542163912487375,38.54216391248731,16.681823742280237,16.68182374228023,17.415492343127823,0.11538461538461581,0.26923076923077044,0.2692307692307701,0.11538461538461586,0.11538461538461578,0.1153846153846158
582,6,454569570a,1.0,1.0,27.687063666156394,0.16666666666666755,20.82185936817268,0.12222222222222283,18.202267556311934,47.87617139154191,47.87617139154205,16.98275205061526,16.982752050615282,18.202267556311934,0.1000000000000005,0.3000000000000017,0.30000000000000154,0.10000000000000052,0.10000000000000048,0.1000000000000005
