N,graph,r,p_Bd,fix_prob,fix_time
20,complete,0.998,0.6000000000000001,0.0494,367.94331983805665
20,complete,0.998,0.7000000000000001,0.0495,354.73131313131313
20,complete,0.998,0.8,0.0503,366.8131212723658
20,complete,0.998,0.9,0.0483,349.9254658385093
20,complete,0.998,1.0,0.0502,357.7011952191235
20,complete,1.0,0.0,0.0509,349.8742632612967
20,complete,1.0,0.1,0.0497,343.32394366197184
20,complete,1.0,0.2,0.0494,364.2550607287449
20,complete,1.0,0.30000000000000004,0.0484,367.75
20,complete,1.0,0.4,0.0497,384.4164989939638
20,complete,1.0,0.5,0.0463,355.74082073434124
20,complete,1.0,0.6000000000000001,0.0501,356.313373253493
20,complete,1.0,0.7000000000000001,0.0491,362.5560081466395
20,complete,1.0,0.8,0.0498,355.2931726907631
20,complete,1.0,0.9,0.0478,353.0439330543933
20,complete,1.0,1.0,0.0535,364.65794392523367
20,complete,1.002,0.0,0.0548,358.76824817518246
20,complete,1.002,0.1,0.0475,359.73894736842107
20,complete,1.002,0.2,0.0496,339.99798387096774
20,complete,1.002,0.30000000000000004,0.0478,356.89121338912133
20,complete,1.002,0.4,0.0485,353.57525773195874
20,complete,1.002,0.5,0.0508,355.3248031496063
20,complete,1.002,0.6000000000000001,0.049,368.3
20,complete,1.002,0.7000000000000001,0.0478,361.0
20,complete,1.002,0.8,0.0494,356.82793522267207
20,complete,1.002,0.9,0.0487,356.31211498973306
20,complete,1.002,1.0,0.0474,360.8586497890295
20,complete,1.004,0.0,0.056,368.63214285714287
20,complete,1.004,0.1,0.0518,365.07915057915056
20,complete,1.004,0.2,0.0552,361.338768115942
20,complete,1.004,0.30000000000000004,0.0549,364.9489981785064
20,complete,1.004,0.4,0.0491,364.5519348268839
20,complete,1.004,0.5,0.0518,354.7760617760618
20,complete,1.004,0.6000000000000001,0.0541,347.15896487985214
20,complete,1.004,0.7000000000000001,0.0521,360.873320537428
20,complete,1.004,0.8,0.054,346.3611111111111
20,complete,1.004,0.9,0.0499,362.4248496993988
20,complete,1.004,1.0,0.0511,372.10567514677103
20,complete,1.006,0.0,0.054,375.52037037037036
20,complete,1.006,0.1,0.0547,357.20109689213893
20,complete,1.006,0.2,0.0502,356.7808764940239
20,complete,1.006,0.30000000000000004,0.0502,363.55378486055776
20,complete,1.006,0.4,0.0538,346.0446096654275
20,complete,1.006,0.5,0.0521,352.595009596929
20,complete,1.006,0.6000000000000001,0.0549,355.92349726775956
20,complete,1.006,0.7000000000000001,0.055,375.1454545454545
20,complete,1.006,0.8,0.0544,358.02389705882354
20,complete,1.006,0.9,0.054,373.60925925925926
20,complete,1.006,1.0,0.0474,390.34388185654007
20,complete,1.008,0.0,0.0557,375.53859964093357
20,complete,1.008,0.1,0.0523,356.1625239005736
20,complete,1.008,0.2,0.0521,372.93666026871404
20,complete,1.008,0.30000000000000004,0.0533,371.84615384615387
20,complete,1.008,0.4,0.0534,360.3707865168539
20,complete,1.008,0.5,0.0528,363.2310606060606
20,complete,1.008,0.6000000000000001,0.0524,352.868320610687
20,complete,1.008,0.7000000000000001,0.055,371.45454545454544
20,complete,1.008,0.8,0.0544,374.7334558823529
20,complete,1.008,0.9,0.0538,355.453531598513
20,complete,1.008,1.0,0.0561,353.4598930481283
20,complete,1.01,0.0,0.0575,365.6434782608696
20,complete,1.01,0.1,0.0547,351.4771480804388
20,complete,1.01,0.2,0.0566,351.839222614841
20,complete,1.01,0.30000000000000004,0.0574,362.81533101045295
20,complete,1.01,0.4,0.0542,366.76752767527677
20,complete,1.01,0.5,0.053,372.0811320754717
20,complete,1.01,0.6000000000000001,0.0567,357.38977072310405
20,complete,1.01,0.7000000000000001,0.0551,363.37931034482756
20,complete,1.01,0.8,0.0529,362.76181474480154
20,complete,1.01,0.9,0.0527,367.2087286527514
20,complete,1.01,1.0,0.0556,352.83093525179856
20,cycle,0.99,0.0,0.0445,1306.723595505618
20,cycle,0.99,0.1,0.0445,1396.0269662921348
20,cycle,0.99,0.2,0.0442,1296.737556561086
20,cycle,0.99,0.30000000000000004,0.047,1295.0574468085106
20,cycle,0.99,0.4,0.0453,1364.2472406181016
20,cycle,0.99,0.5,0.0459,1378.3355119825708
20,cycle,0.99,0.6000000000000001,0.0456,1369.0833333333333
20,cycle,0.99,0.7000000000000001,0.0461,1318.9088937093275
20,cycle,0.99,0.8,0.0421,1321.3420427553444
20,cycle,0.99,0.9,0.0476,1255.5336134453783
20,cycle,0.99,1.0,0.0472,1243.093220338983
20,cycle,0.992,0.0,0.0495,1400.8949494949495
20,cycle,0.992,0.1,0.0502,1343.9083665338646
20,cycle,0.992,0.2,0.0445,1311.579775280899
20,cycle,0.992,0.30000000000000004,0.0471,1227.208067940552
20,cycle,0.992,0.4,0.0479,1331.6910229645093
20,cycle,0.992,0.5,0.0479,1276.7870563674321
20,cycle,0.992,0.6000000000000001,0.0473,1338.4693446088795
20,cycle,0.992,0.7000000000000001,0.0493,1322.6389452332658
20,cycle,0.992,0.8,0.0486,1328.0720164609054
20,cycle,0.992,0.9,0.0457,1374.7768052516412
20,cycle,0.992,1.0,0.045,1325.9644444444446
20,cycle,0.994,0.0,0.0494,1343.3582995951417
20,cycle,0.994,0.1,0.0439,1322.0979498861047
20,cycle,0.994,0.2,0.0487,1358.4661190965091
20,cycle,0.994,0.30000000000000004,0.0499,1335.1823647294589
20,cycle,0.994,0.4,0.0481,1313.112266112266
20,cycle,0.994,0.5,0.0486,1342.2942386831276
20,cycle,0.994,0.6000000000000001,0.0474,1314.5696202531647
20,cycle,0.994,0.7000000000000001,0.0453,1349.9139072847681
20,cycle,0.994,0.8,0.0457,1351.9124726477023
20,cycle,0.994,0.9,0.0473,1363.3298097251586
20,cycle,0.994,1.0,0.051,1307.8843137254903
20,cycle,0.996,0.0,0.0486,1315.8086419753085
20,cycle,0.996,0.1,0.0504,1330.7559523809523
20,cycle,0.996,0.2,0.0474,1328.464135021097
20,cycle,0.996,0.30000000000000004,0.0481,1332.8752598752599
20,cycle,0.996,0.4,0.0472,1323.8707627118645
20,cycle,0.996,0.5,0.0483,1319.144927536232
20,cycle,0.996,0.6000000000000001,0.0511,1308.4598825831702
20,cycle,0.996,0.7000000000000001,0.0507,1336.3471400394478
20,cycle,0.996,0.8,0.0484,1310.1528925619834
20,cycle,0.996,0.9,0.0504,1297.6051587301588
20,cycle,0.996,1.0,0.0489,1290.764826175869
20,cycle,0.998,0.0,0.0481,1267.7588357588359
20,cycle,0.998,0.1,0.0498,1340.4236947791164
20,cycle,0.998,0.2,0.0516,1326.6957364341085
20,cycle,0.998,0.30000000000000004,0.0476,1313.077731092437
20,cycle,0.998,0.4,0.045,1263.44
20,cycle,0.998,0.5,0.0488,1351.3688524590164
20,cycle,0.998,0.6000000000000001,0.0492,1341.1910569105692
20,cycle,0.998,0.7000000000000001,0.0507,1315.3037475345168
20,cycle,0.998,0.8,0.0514,1276.3813229571983
20,cycle,0.998,0.9,0.0511,1368.7690802348336
20,cycle,0.998,1.0,0.0502,1299.5796812749004
20,cycle,1.0,0.0,0.0485,1343.183505154639
20,cycle,1.0,0.1,0.0499,1327.438877755511
20,cycle,1.0,0.2,0.0466,1385.274678111588
20,cycle,1.0,0.30000000000000004,0.0511,1244.0763209393347
20,cycle,1.0,0.4,0.0526,1341.6596958174905
20,cycle,1.0,0.5,0.0468,1319.6688034188035
20,cycle,1.0,0.6000000000000001,0.0524,1369.6259541984732
20,cycle,1.0,0.7000000000000001,0.0496,1288.5806451612902
20,cycle,1.0,0.8,0.0485,1341.6515463917526
20,cycle,1.0,0.9,0.0491,1331.9144602851325
20,cycle,1.0,1.0,0.0491,1311.653767820774
20,cycle,1.002,0.0,0.0463,1333.218142548596
20,cycle,1.002,0.1,0.0533,1376.3808630393996
20,cycle,1.002,0.2,0.053,1369.4867924528303
20,cycle,1.002,0.30000000000000004,0.0502,1320.6394422310757
20,cycle,1.002,0.4,0.0513,1336.0214424951266
20,cycle,1.002,0.5,0.0522,1292.6494252873563
20,cycle,1.002,0.6000000000000001,0.0487,1276.0841889117044
20,cycle,1.002,0.7000000000000001,0.0508,1301.0
20,cycle,1.002,0.8,0.0509,1316.1375245579568
20,cycle,1.002,0.9,0.0503,1379.1829025844931
20,cycle,1.002,1.0,0.0497,1331.0321931589538
20,cycle,1.004,0.0,0.0522,1352.5670498084291
20,cycle,1.004,0.1,0.0535,1321.2504672897196
20,cycle,1.004,0.2,0.0506,1362.5454545454545
20,cycle,1.004,0.30000000000000004,0.0523,1365.4378585086042
20,cycle,1.004,0.4,0.0499,1315.5230460921844
20,cycle,1.004,0.5,0.0492,1336.2113821138212
20,cycle,1.004,0.6000000000000001,0.048,1391.2229166666666
20,cycle,1.004,0.7000000000000001,0.0486,1311.1275720164608
20,cycle,1.004,0.8,0.0528,1328.5265151515152
20,cycle,1.004,0.9,0.0543,1362.609576427256
20,cycle,1.004,1.0,0.0528,1250.5378787878788
20,cycle,1.006,0.0,0.051,1337.049019607843
20,cycle,1.006,0.1,0.0522,1348.808429118774
20,cycle,1.006,0.2,0.0504,1383.6527777777778
20,cycle,1.006,0.30000000000000004,0.0539,1290.7235621521336
20,cycle,1.006,0.4,0.0543,1342.1620626151014
20,cycle,1.006,0.5,0.0535,1404.3383177570092
20,cycle,1.006,0.6000000000000001,0.052,1330.9884615384615
20,cycle,1.006,0.7000000000000001,0.0526,1305.809885931559
20,cycle,1.006,0.8,0.0525,1313.8323809523808
20,cycle,1.006,0.9,0.0511,1299.610567514677
20,cycle,1.006,1.0,0.0538,1298.860594795539
20,cycle,1.008,0.0,0.0504,1322.2460317460318
20,cycle,1.008,0.1,0.0534,1334.307116104869
20,cycle,1.008,0.2,0.0499,1406.6072144288578
20,cycle,1.008,0.30000000000000004,0.056,1339.5839285714285
20,cycle,1.008,0.4,0.0551,1379.8493647912885
20,cycle,1.008,0.5,0.0515,1334.9572815533982
20,cycle,1.008,0.6000000000000001,0.0516,1287.2790697674418
20,cycle,1.008,0.7000000000000001,0.0531,1382.3276836158193
20,cycle,1.008,0.8,0.0538,1292.2379182156135
20,cycle,1.008,0.9,0.053,1361.0056603773585
20,cycle,1.008,1.0,0.0508,1279.509842519685
20,cycle,1.01,0.0,0.0516,1349.3837209302326
20,cycle,1.01,0.1,0.0546,1328.6300366300366
20,cycle,1.01,0.2,0.0553,1295.9349005424954
20,cycle,1.01,0.30000000000000004,0.0536,1374.9589552238806
20,cycle,1.01,0.4,0.0544,1319.9448529411766
20,cycle,1.01,0.5,0.0565,1305.5061946902654
20,cycle,1.01,0.6000000000000001,0.0577,1278.3552859618717
20,cycle,1.01,0.7000000000000001,0.053,1380.420754716981
20,cycle,1.01,0.8,0.0552,1324.4746376811595
20,cycle,1.01,0.9,0.0528,1373.034090909091
20,cycle,1.01,1.0,0.0532,1357.001879699248
20,star,0.99,0.0,0.4776,77.5071189279732
20,star,0.99,0.1,0.2335,109.00128479657387
20,star,0.99,0.2,0.1469,154.76855003403676
20,star,0.99,0.30000000000000004,0.0976,209.79918032786884
20,star,0.99,0.4,0.0675,287.7496296296296
20,star,0.99,0.5,0.0433,398.96535796766744
20,star,0.99,0.6000000000000001,0.0347,529.3371757925072
20,star,0.99,0.7000000000000001,0.0222,798.6081081081081
20,star,0.99,0.8,0.0173,1152.1676300578035
20,star,0.99,0.9,0.0089,2113.4269662921347
20,star,0.99,1.0,0.0052,6526.538461538462
20,star,0.992,0.0,0.4776,75.9752931323283
20,star,0.992,0.1,0.2289,110.6085626911315
20,star,0.992,0.2,0.1477,153.8584969532837
20,star,0.992,0.30000000000000004,0.0991,214.1372351160444
20,star,0.992,0.4,0.0671,289.12518628912073
20,star,0.992,0.5,0.0454,408.75770925110135
20,star,0.992,0.6000000000000001,0.0358,538.3519553072625
20,star,0.992,0.7000000000000001,0.0234,769.6282051282051
20,star,0.992,0.8,0.0157,1141.312101910828
20,star,0.992,0.9,0.0107,2041.6355140186915
20,star,0.992,1.0,0.0037,7378.864864864865
20,star,0.994,0.0,0.4724,77.10266723116004
20,star,0.994,0.1,0.2332,109.7032590051458
20,star,0.994,0.2,0.1343,156.8235294117647
20,star,0.994,0.30000000000000004,0.0934,214.74304068522483
20,star,0.994,0.4,0.0711,288.07876230661043
20,star,0.994,0.5,0.0504,402.359126984127
20,star,0.994,0.6000000000000001,0.0351,564.5726495726495
20,star,0.994,0.7000000000000001,0.0226,721.7522123893805
20,star,0.994,0.8,0.0152,1167.0986842105262
20,star,0.994,0.9,0.0088,2159.306818181818
20,star,0.994,1.0,0.0049,6445.142857142857
20,star,0.996,0.0,0.4754,76.12137147665125
20,star,0.996,0.1,0.2278,108.17647058823529
20,star,0.996,0.2,0.1449,151.48792270531402
20,star,0.996,0.30000000000000004,0.0981,206.81549439347606
20,star,0.996,0.4,0.0681,291.2187958883994
20,star,0.996,0.5,0.0486,395.55555555555554
20,star,0.996,0.6000000000000001,0.0333,587.009009009009
20,star,0.996,0.7000000000000001,0.0254,761.4685039370079
20,star,0.996,0.8,0.017,1152.0294117647059
20,star,0.996,0.9,0.0097,2083.9896907216494
20,star,0.996,1.0,0.0052,5837.9807692307695
20,star,0.998,0.0,0.4709,76.46676576767891
20,star,0.998,0.1,0.2274,109.6499560246262
20,star,0.998,0.2,0.14,154.11928571428572
20,star,0.998,0.30000000000000004,0.0983,215.83316378433366
20,star,0.998,0.4,0.0682,285.71847507331375
20,star,0.998,0.5,0.0518,393.42857142857144
20,star,0.998,0.6000000000000001,0.0352,544.7869318181819
20,star,0.998,0.7000000000000001,0.027,788.9925925925926
20,star,0.998,0.8,0.0163,1142.282208588957
20,star,0.998,0.9,0.0124,2158.201612903226
20,star,0.998,1.0,0.0058,5994.086206896552
20,star,1.0,0.0,0.4829,76.0086974528888
20,star,1.0,0.1,0.2289,110.7833114897335
20,star,1.0,0.2,0.145,157.38137931034484
20,star,1.0,0.30000000000000004,0.0963,213.20768431983385
20,star,1.0,0.4,0.0677,288.55539143279174
20,star,1.0,0.5,0.0501,387.17165668662676
20,star,1.0,0.6000000000000001,0.0396,540.0126262626262
20,star,1.0,0.7000000000000001,0.0251,823.2669322709163
20,star,1.0,0.8,0.0175,1182.64
20,star,1.0,0.9,0.0116,2186.8706896551726
20,star,1.0,1.0,0.0063,6807.047619047619
20,star,1.002,0.0,0.4808,76.77620632279535
20,star,1.002,0.1,0.2359,110.00551080966511
20,star,1.002,0.2,0.1438,156.46383866481224
20,star,1.002,0.30000000000000004,0.0985,205.80507614213198
20,star,1.002,0.4,0.0703,280.8492176386913
20,star,1.002,0.5,0.0479,398.51356993736954
20,star,1.002,0.6000000000000001,0.0359,529.1615598885794
20,star,1.002,0.7000000000000001,0.0256,805.38671875
20,star,1.002,0.8,0.0168,1229.982142857143
20,star,1.002,0.9,0.0092,2206.1739130434785
20,star,1.002,1.0,0.0052,6751.615384615385
20,star,1.004,0.0,0.4822,76.70717544587308
20,star,1.004,0.1,0.2385,109.63438155136268
20,star,1.004,0.2,0.1468,156.84809264305176
20,star,1.004,0.30000000000000004,0.0995,222.2180904522613
20,star,1.004,0.4,0.0737,287.4966078697422
20,star,1.004,0.5,0.0487,399.0574948665298
20,star,1.004,0.6000000000000001,0.0401,548.0673316708229
20,star,1.004,0.7000000000000001,0.0272,739.7279411764706
20,star,1.004,0.8,0.0195,1188.179487179487
20,star,1.004,0.9,0.0108,1988.5555555555557
20,star,1.004,1.0,0.0059,6463.677966101695
20,star,1.006,0.0,0.4686,75.35040546308151
20,star,1.006,0.1,0.2385,109.95681341719077
20,star,1.006,0.2,0.1413,150.31422505307856
20,star,1.006,0.30000000000000004,0.0982,207.84623217922606
20,star,1.006,0.4,0.0639,295.92175273865416
20,star,1.006,0.5,0.0491,382.1955193482688
20,star,1.006,0.6000000000000001,0.0345,523.1014492753624
20,star,1.006,0.7000000000000001,0.0263,813.4942965779468
20,star,1.006,0.8,0.0199,1268.6231155778894
20,star,1.006,0.9,0.0123,2140.682926829268
20,star,1.006,1.0,0.0057,5902.543859649123
20,star,1.008,0.0,0.4758,76.23707440100883
20,star,1.008,0.1,0.2327,110.81349376880104
20,star,1.008,0.2,0.1479,149.2204192021636
20,star,1.008,0.30000000000000004,0.0976,210.66598360655738
20,star,1.008,0.4,0.0707,297.43422913719945
20,star,1.008,0.5,0.0518,412.54247104247105
20,star,1.008,0.6000000000000001,0.0389,534.3239074550129
20,star,1.008,0.7000000000000001,0.0274,795.6277372262774
20,star,1.008,0.8,0.0185,1133.4054054054054
20,star,1.008,0.9,0.0133,2083.0075187969924
20,star,1.008,1.0,0.0064,6617.734375
20,star,1.01,0.0,0.481,76.22910602910603
20,star,1.01,0.1,0.2431,111.07280954339778
20,star,1.01,0.2,0.1471,156.0482664853841
20,star,1.01,0.30000000000000004,0.1007,216.62959285004965
20,star,1.01,0.4,0.0704,288.22017045454544
20,star,1.01,0.5,0.0497,397.74849094567406
20,star,1.01,0.6000000000000001,0.0378,570.0079365079365
20,star,1.01,0.7000000000000001,0.0276,763.9239130434783
20,star,1.01,0.8,0.0191,1212.2041884816754
20,star,1.01,0.9,0.0123,2248.1544715447153
20,star,1.01,1.0,0.0065,7082.292307692308
